,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
247,247,a1237,b2054,forever,code orange,Jan 13 2017,forever,code orange,Jan 13 2017
248,248,a1237,b253,forever,code orange,Jan 13 2017,forever,mystery skulls,Oct 27 2014
249,249,a1237,b632,forever,code orange,Jan 13 2017,forever,alesso,May 26 2015
250,250,a1238,b1113,hear the lions roar,half japanese,Jan 13 2017,perfect,half japanese,Jan 22 2016
251,251,a1239,b2077,godfather,wiley,Jan 13 2017,godfather,wiley,Jan 13 2017
252,252,a124,b3128,the desecration of desire,dave clarke,Nov 3 2017,the thrill of it all,sam smith,Nov 3 2017
253,253,a1241,b2057,america’s velvet glory,the molochs,Jan 13 2017,oczy mlody,the flaming lips,Jan 13 2017
254,254,a1241,b2064,america’s velvet glory,the molochs,Jan 13 2017,endless,the mcclymonts,Jan 13 2017
255,255,a1241,b2070,america’s velvet glory,the molochs,Jan 13 2017,feel your feelings fool!,the regrettes,Jan 13 2017
256,256,a1241,b2078,america’s velvet glory,the molochs,Jan 13 2017,i see you,the xx,Jan 13 2017
257,257,a1243,b2068,hot coffey in the d: burnin' at morey baker's showplace lounge,dennis coffey,Jan 13 2017,in the passing light of day,pain of salvation,Jan 13 2017
258,258,a1244,b2062,up and coming,john abercrombie quartet,Jan 13 2017,up and coming,john abercrombie quartet,Jan 13 2017
259,259,a1245,b2057,feel your feelings fool!,the regrettes,Jan 13 2017,oczy mlody,the flaming lips,Jan 13 2017
260,260,a1245,b2064,feel your feelings fool!,the regrettes,Jan 13 2017,endless,the mcclymonts,Jan 13 2017
261,261,a1245,b2070,feel your feelings fool!,the regrettes,Jan 13 2017,feel your feelings fool!,the regrettes,Jan 13 2017
262,262,a1245,b2078,feel your feelings fool!,the regrettes,Jan 13 2017,i see you,the xx,Jan 13 2017
263,263,a1247,b2039,11 short stories of pain & glory,dropkick murphys,Jan 6 2017,11 short stories of pain & glory,dropkick murphys,Jan 6 2017
264,264,a1248,b2044,youth is only ever fun in retrospect,sundara karma,Jan 6 2017,youth is only ever fun in retrospect,sundara karma,Jan 6 2017
265,265,a1249,b2040,echolocation,gone is gone,Jan 6 2017,echolocation,gone is gone,Jan 6 2017
266,266,a125,b3123,unapologetically,kelsea ballerini,Nov 3 2017,unapologetically,kelsea ballerini,Nov 3 2017
267,267,a1250,b2045,night people,you me at six,Jan 6 2017,night people,you me at six,Jan 6 2017
268,268,a1251,b1383,reflection,brian eno,Jan 1 2017,the ship,brian eno,Apr 29 2016
269,269,a1251,b2029,reflection,brian eno,Jan 1 2017,reflection,brian eno,Jan 1 2017
270,270,a1251,b395,reflection,brian eno,Jan 1 2017,reflection,fifth harmony,Feb 3 2015
271,271,a1253,b1053,"passion, pain & demon slayin'",kid cudi,Dec 28 2016,speedin' bullet 2 heaven,kid cudi,Dec 4 2015
272,272,a1253,b2023,"passion, pain & demon slayin'",kid cudi,Dec 28 2016,"passion, pain & demon slayin'",kid cudi,Dec 16 2016
273,273,a1254,b263,run the jewels 3,run the jewels,Dec 25 2016,run the jewels 2,run the jewels,Oct 28 2014
274,274,a1255,b2008,fireplace: thenottheotherside,hodgy,Dec 23 2016,fireplace: thenottheotherside,hodgy,Dec 9 2016
275,275,a1256,b2027,not the actual events [ep],nine inch nails,Dec 23 2016,not the actual events,nine inch nails,Dec 23 2016
276,276,a1256,b2903,not the actual events [ep],nine inch nails,Dec 23 2016,add violence,nine inch nails,Jul 21 2017
277,277,a1258,b2020,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,this house is not for sale – live from the london palladium,bon jovi,Dec 16 2016
278,278,a1259,b2020,london fog 1966 [live] [box set],the doors,Dec 16 2016,this house is not for sale – live from the london palladium,bon jovi,Dec 16 2016
279,279,a126,b904,wild and reckless,blitzen trapper,Nov 3 2017,all across this land,blitzen trapper,Oct 2 2015
280,280,a1260,b1589,the return of east atlanta santa,gucci mane,Dec 16 2016,everybody looking,gucci mane,Jul 22 2016
281,281,a1260,b2729,the return of east atlanta santa,gucci mane,Dec 16 2016,droptopwop,gucci mane,May 26 2017
282,282,a1260,b3067,the return of east atlanta santa,gucci mane,Dec 16 2016,mr. davis,gucci mane,Oct 13 2017
283,283,a1260,b3187,the return of east atlanta santa,gucci mane,Dec 16 2016,el gato: the human glacier,gucci mane,Dec 22 2017
284,284,a1263,b2006,do what thou wilt.,ab-soul,Dec 9 2016,do what thou wilt.,ab-soul,Dec 9 2016
285,285,a1264,b1528,peace trail,neil young,Dec 9 2016,earth,neil young,Jun 17 2016
286,286,a1264,b2014,peace trail,neil young,Dec 9 2016,peace trail,neil young,Dec 9 2016
287,287,a1264,b677,peace trail,neil young,Dec 9 2016,the monsanto years,neil young,Jun 16 2015
288,288,a1266,b2007,the colorist & emiliana torrini [live],emilíana torrini,Dec 9 2016,the colorist & emilíana torrini,the colorist orchestra & emilíana torrini,Dec 9 2016
289,289,a1268,b2010,4 your eyez only,j. cole,Dec 9 2016,4 your eyez only,j. cole,Dec 9 2016
290,290,a1268,b336,4 your eyez only,j. cole,Dec 9 2016,2014 forest hills drive,j. cole,Dec 9 2014
291,291,a1269,b1752,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016
292,292,a1269,b1953,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,christmas queens 2,various artists,Nov 11 2016
293,293,a1269,b2003,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,the hamilton mixtape,various artists,Dec 2 2016
294,294,a1269,b2108,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,"she rocks, vol. 1",various artists,Jan 20 2017
295,295,a1269,b2205,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
296,296,a1269,b2355,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
297,297,a1269,b2541,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,the fate of the furious: the album,various artists,Apr 14 2017
298,298,a1269,b2574,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,guardians of the galaxy vol. 2,various artists,Apr 21 2017
299,299,a1269,b2652,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
300,300,a1269,b2892,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,punk goes pop vol. 7,various artists,Jul 14 2017
301,301,a1269,b301,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
302,302,a1269,b3178,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,quality control: control the streets volume 1,various artists,Dec 8 2017
303,303,a1269,b320,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,i'll be home for christmas,various artists,Nov 24 2014
304,304,a1269,b321,action time vision: a story of independent u.k. punk 1976-1979 [box set],various artists,Dec 9 2016,shady xv,various artists,Nov 24 2014
305,305,a1274,b1409,oxygene 3,jean michel jarre,Dec 2 2016,electronica 2: the heart of noise,jean michel jarre,May 6 2016
306,306,a1274,b1997,oxygene 3,jean michel jarre,Dec 2 2016,oxygène 3,jean-michel jarre,Dec 2 2016
307,307,a1274,b944,oxygene 3,jean michel jarre,Dec 2 2016,electronica 1: the time machine,jean michel jarre,Oct 16 2015
308,308,a1275,b1985,before the dawn [live],kate bush,Dec 2 2016,before the dawn,kate bush,Nov 25 2016
309,309,a1276,b1999,blue and lonesome,the rolling stones,Dec 2 2016,golden silence,the narrative,Dec 2 2016
310,310,a1276,b2001,blue and lonesome,the rolling stones,Dec 2 2016,blue & lonesome,the rolling stones,Dec 2 2016
311,311,a1277,b2000,hamburg demonstrations,peter doherty,Dec 2 2016,hamburg demonstrations,pete doherty,Dec 2 2016
312,312,a1278,b1998,darkness and light,john legend,Dec 2 2016,darkness and light,john legend,Dec 2 2016
313,313,a1279,b1993,"""awaken, my love!""",childish gambino,Dec 2 2016,"""awaken, my love!""",childish gambino,Dec 2 2016
314,314,a1280,b1752,the hamilton mixtape,various artists,Dec 2 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016
315,315,a1280,b1953,the hamilton mixtape,various artists,Dec 2 2016,christmas queens 2,various artists,Nov 11 2016
316,316,a1280,b2003,the hamilton mixtape,various artists,Dec 2 2016,the hamilton mixtape,various artists,Dec 2 2016
317,317,a1280,b2108,the hamilton mixtape,various artists,Dec 2 2016,"she rocks, vol. 1",various artists,Jan 20 2017
318,318,a1280,b2205,the hamilton mixtape,various artists,Dec 2 2016,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
319,319,a1280,b2355,the hamilton mixtape,various artists,Dec 2 2016,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
320,320,a1280,b2541,the hamilton mixtape,various artists,Dec 2 2016,the fate of the furious: the album,various artists,Apr 14 2017
321,321,a1280,b2574,the hamilton mixtape,various artists,Dec 2 2016,guardians of the galaxy vol. 2,various artists,Apr 21 2017
322,322,a1280,b2652,the hamilton mixtape,various artists,Dec 2 2016,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
323,323,a1280,b2892,the hamilton mixtape,various artists,Dec 2 2016,punk goes pop vol. 7,various artists,Jul 14 2017
324,324,a1280,b301,the hamilton mixtape,various artists,Dec 2 2016,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
325,325,a1280,b3178,the hamilton mixtape,various artists,Dec 2 2016,quality control: control the streets volume 1,various artists,Dec 8 2017
326,326,a1280,b320,the hamilton mixtape,various artists,Dec 2 2016,i'll be home for christmas,various artists,Nov 24 2014
327,327,a1280,b321,the hamilton mixtape,various artists,Dec 2 2016,shady xv,various artists,Nov 24 2014
328,328,a1281,b1994,w:/2016album/,deadmau5,Dec 2 2016,w:/2016album/,deadmau5,Dec 2 2016
329,329,a1281,b2298,w:/2016album/,deadmau5,Dec 2 2016,stuff i used to do,deadmau5,Mar 3 2017
330,330,a1283,b1999,"someday, buddy",the trouble with templeton,Dec 2 2016,golden silence,the narrative,Dec 2 2016
331,331,a1283,b2001,"someday, buddy",the trouble with templeton,Dec 2 2016,blue & lonesome,the rolling stones,Dec 2 2016
332,332,a1284,b1877,wonderland,demdike stare,Dec 2 2016,wonderland,sarah mclachlan,Oct 21 2016
333,333,a1284,b2423,wonderland,demdike stare,Dec 2 2016,wonderland,take that,Mar 24 2017
334,334,a1286,b2878,live at brixton,public service broadcasting,Dec 2 2016,every valley,public service broadcasting,Jul 7 2017
335,335,a1286,b425,live at brixton,public service broadcasting,Dec 2 2016,the race for space,public service broadcasting,Feb 23 2015
336,336,a1288,b1987,this girl's in love (a bacharach & david songbook),rumer,Nov 25 2016,this girl's in love: a bacharach and david songbook,rumer,Nov 25 2016
337,337,a1292,b1989,starboy,the weeknd,Nov 25 2016,starboy,the weeknd,Nov 25 2016
338,338,a1292,b814,starboy,the weeknd,Nov 25 2016,beauty behind the madness,the weeknd,Aug 28 2015
339,339,a1293,b1983,gunslinger,garth brooks,Nov 25 2016,gunslinger,garth brooks,Nov 25 2016
340,340,a1293,b291,gunslinger,garth brooks,Nov 25 2016,man against machine,garth brooks,Nov 11 2014
341,341,a1301,b1752,pop ambient 2017,various artists,Nov 25 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016
342,342,a1301,b1953,pop ambient 2017,various artists,Nov 25 2016,christmas queens 2,various artists,Nov 11 2016
343,343,a1301,b2003,pop ambient 2017,various artists,Nov 25 2016,the hamilton mixtape,various artists,Dec 2 2016
344,344,a1301,b2108,pop ambient 2017,various artists,Nov 25 2016,"she rocks, vol. 1",various artists,Jan 20 2017
345,345,a1301,b2205,pop ambient 2017,various artists,Nov 25 2016,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
346,346,a1301,b2355,pop ambient 2017,various artists,Nov 25 2016,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
347,347,a1301,b2541,pop ambient 2017,various artists,Nov 25 2016,the fate of the furious: the album,various artists,Apr 14 2017
348,348,a1301,b2574,pop ambient 2017,various artists,Nov 25 2016,guardians of the galaxy vol. 2,various artists,Apr 21 2017
349,349,a1301,b2652,pop ambient 2017,various artists,Nov 25 2016,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
350,350,a1301,b2892,pop ambient 2017,various artists,Nov 25 2016,punk goes pop vol. 7,various artists,Jul 14 2017
351,351,a1301,b301,pop ambient 2017,various artists,Nov 25 2016,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
352,352,a1301,b3178,pop ambient 2017,various artists,Nov 25 2016,quality control: control the streets volume 1,various artists,Dec 8 2017
353,353,a1301,b320,pop ambient 2017,various artists,Nov 25 2016,i'll be home for christmas,various artists,Nov 24 2014
354,354,a1301,b321,pop ambient 2017,various artists,Nov 25 2016,shady xv,various artists,Nov 24 2014
355,355,a1302,b1752,pc music volume 2,various artists,Nov 18 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016
356,356,a1302,b1953,pc music volume 2,various artists,Nov 18 2016,christmas queens 2,various artists,Nov 11 2016
357,357,a1302,b2003,pc music volume 2,various artists,Nov 18 2016,the hamilton mixtape,various artists,Dec 2 2016
358,358,a1302,b2108,pc music volume 2,various artists,Nov 18 2016,"she rocks, vol. 1",various artists,Jan 20 2017
359,359,a1302,b2205,pc music volume 2,various artists,Nov 18 2016,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
360,360,a1302,b2355,pc music volume 2,various artists,Nov 18 2016,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
361,361,a1302,b2541,pc music volume 2,various artists,Nov 18 2016,the fate of the furious: the album,various artists,Apr 14 2017
362,362,a1302,b2574,pc music volume 2,various artists,Nov 18 2016,guardians of the galaxy vol. 2,various artists,Apr 21 2017
363,363,a1302,b2652,pc music volume 2,various artists,Nov 18 2016,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
364,364,a1302,b2892,pc music volume 2,various artists,Nov 18 2016,punk goes pop vol. 7,various artists,Jul 14 2017
365,365,a1302,b301,pc music volume 2,various artists,Nov 18 2016,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
366,366,a1302,b3178,pc music volume 2,various artists,Nov 18 2016,quality control: control the streets volume 1,various artists,Dec 8 2017
367,367,a1302,b320,pc music volume 2,various artists,Nov 18 2016,i'll be home for christmas,various artists,Nov 24 2014
368,368,a1302,b321,pc music volume 2,various artists,Nov 18 2016,shady xv,various artists,Nov 24 2014
369,369,a1303,b1972,hardwired...to self-destruct,metallica,Nov 18 2016,hardwired... to self-destruct,metallica,Nov 18 2016
370,370,a1304,b1968,woman,justice,Nov 18 2016,woman,justice,Nov 18 2016
371,371,a1304,b740,woman,justice,Nov 18 2016,woman,jill scott,Jul 24 2015
372,372,a1304,b862,woman,justice,Nov 18 2016,woman,jon stevens,Sep 18 2015
373,373,a1306,b1973,the weight of these wings,miranda lambert,Nov 18 2016,the weight of these wings,miranda lambert,Nov 18 2016
374,374,a1307,b1977,an odd entrances,thee oh sees,Nov 18 2016,an odd entrances,thee oh sees,Nov 18 2016
375,375,a1308,b317,out of time [25th anniversary edition],r.e.m.,Nov 18 2016,remtv,r.e.m.,Nov 24 2014
376,376,a1309,b1961,24k magic,bruno mars,Nov 18 2016,24k magic,bruno mars,Nov 18 2016
377,377,a1313,b1967,the boy who died wolf,highly suspect,Nov 18 2016,the boy who died wolf,highly suspect,Nov 18 2016
378,378,a1314,b1963,dnce,dnce,Nov 18 2016,dnce,dnce,Nov 18 2016
379,379,a1321,b127,welcome to sideways,simian mobile disco,Nov 11 2016,whorl,simian mobile disco,Sep 9 2014
380,380,a1322,b1949,jessica rabbit,sleigh bells,Nov 11 2016,jessica rabbit,sleigh bells,Nov 11 2016
381,381,a1322,b3136,jessica rabbit,sleigh bells,Nov 11 2016,kid kruschev,sleigh bells,Nov 10 2017
382,382,a1323,b1950,57th & 9th,sting,Nov 11 2016,57th & 9th,sting,Nov 11 2016
383,383,a1324,b1947,simple minds acoustic,simple minds,Nov 11 2016,acoustic,simple minds,Nov 11 2016
384,384,a1324,b269,simple minds acoustic,simple minds,Nov 11 2016,big music,simple minds,Nov 3 2014
385,385,a1330,b1932,long live the angels,emeli sandé,Nov 11 2016,the 1966 live recordings,bob dylan,Nov 11 2016
386,386,a1330,b1936,long live the angels,emeli sandé,Nov 11 2016,long live the angels,emeli sandé,Nov 11 2016
387,387,a1334,b1951,we got it from here...thank you 4 your service,a tribe called quest,Nov 11 2016,we got it from here... thank you 4 your service,a tribe called quest,Nov 11 2016
388,388,a1337,b761,e,e,Nov 11 2016,e,bigbang,Aug 5 2015
389,389,a134,b3121,with a beaker on the burner & an otter in the oven,alvarius b.,Nov 3 2017,the dusk in us,converge,Nov 3 2017
390,390,a1342,b1931,the madness of many,animals as leaders,Nov 11 2016,the madness of many,animals as leaders,Nov 11 2016
391,391,a1342,b1937,the madness of many,animals as leaders,Nov 11 2016,the fall of a rebel angel,enigma,Nov 11 2016
392,392,a135,b2872,without warning,21 savage,Oct 31 2017,issa album,21 savage,Jul 7 2017
393,393,a135,b3116,without warning,21 savage,Oct 31 2017,without warning,"21 savage, offset and metro boomin",Oct 31 2017
394,394,a1350,b1954,abendrot,you blew it!,Nov 11 2016,abendrot,you blew it!,Nov 11 2016
395,395,a1351,b283,the early years 1967-1972 [box set],pink floyd,Nov 11 2016,the endless river,pink floyd,Nov 7 2014
396,396,a1353,b1444,the 1966 live recordings [box set],bob dylan,Nov 11 2016,fallen angels,bob dylan,May 20 2016
397,397,a1353,b1932,the 1966 live recordings [box set],bob dylan,Nov 11 2016,the 1966 live recordings,bob dylan,Nov 11 2016
